id,name,host_id,host_name,host_since,host_location,host_response_time,host_is_superhost,neighbourhood_cleansed,neighbourhood_group,latitude,longitude,room_type,accommodates,price,minimum_nights,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,reviews_per_month,host_location,availability_365
5210927,iKlektik House // Robin,8813383,Mindy + Tony,9/13/2013,"Chicago, IL",within an hour,t,West Town,,41.89329,-87.68574,Entire home/apt,2,107,2,414,4/19/2015,3/6/2023,4.88,4.96,4.92,4.94,4.92,4.78,4.76,R21000073802,4.29,"Chicago, IL",118
36772374,Cozy Irving Park Retreat - Short/Long Term Stays,269600819,Allison,6/18/2019,Unknown,within an hour,t,Irving Park,,41.96135,-87.73472,Entire home/apt,5,101,3,49,9/3/2019,3/13/2023,4.96,4.94,4.98,4.9,5,4.9,4.94,R19000048145,1.14,,118
13915441,No Cleaning Fee. Private Cozy Apt Near ORD Parking,50868046,Faith,12/9/2015,"Chicago, IL",within an hour,t,Norwood Park,,41.97993211,-87.78932335,Entire home/apt,3,98,2,30,11/27/2016,2/20/2023,5,4.97,5,5,5,4.93,4.97,R22000084686,0.39,"Chicago, IL",118
4592031,UPTOWN ROW HOUSE-SPACIOUS PRIVATE SHARED ROOM(S),23803571,Tomasso,11/16/2014,"Chicago, IL",within a few hours,t,Uptown,,41.96574,-87.65747,Private room,4,80,1,119,2/12/2017,3/12/2023,4.95,4.96,4.81,4.99,5,4.92,4.92,R21000074243,1.6,"Chicago, IL",118
37326412,Perfect Spot & Spacious 2BR+2BA | Mapletree Suites,245080472,Darshan,2/24/2019,"Chicago, IL",within an hour,t,Near West Side,,41.87798,-87.65929,Entire home/apt,4,182,2,45,11/20/2020,1/3/2023,4.98,4.96,4.91,5,5,4.98,4.84,R19000046799,1.59,"Chicago, IL",119
6.91E+17,New Sunny & Cozy Top Floor 2bd - Laundry & Yard,1791276,Alexandria,2/22/2012,"Chicago, IL",within an hour,t,West Town,,41.89584,-87.69666,Entire home/apt,2,135,60,2,10/8/2022,11/30/2022,5,4.5,5,5,5,5,5,,0.37,"Chicago, IL",119
28803574,Bright family-friendly Lincoln Square 2-bed 1-bath,8536881,Marla,8/30/2013,"Chicago, IL",within an hour,t,Lincoln Square,,41.97328,-87.69466,Entire home/apt,5,124,1,257,10/17/2018,3/12/2023,4.96,4.97,4.91,4.99,4.98,4.95,4.95,R21000069879,4.77,"Chicago, IL",119
29105419,Crispy Clean 2-Br Garden Unit in Ravenswood Manor,219356647,Lauresha & Luan,10/7/2018,"Chicago, IL",within an hour,t,Albany Park,,41.96718,-87.70666,Entire home/apt,4,114,5,72,10/28/2018,1/17/2023,4.96,4.99,4.99,4.99,4.99,4.89,4.88,R21000075342,1.35,"Chicago, IL",119
7.35E+17,Gorgeous|Spacious|2BR|Close to Beach,96730613,Demitri,9/25/2016,"Chicago, IL",within an hour,t,Rogers Park,,42.01692,-87.66395,Entire home/apt,4,114,2,12,11/19/2022,3/4/2023,4.67,4.83,4.92,4.67,4.92,4.75,4.83,R22000091028,2.98,"Chicago, IL",119
6.66E+17,Private room in stunning Old Town Penthouse,37632201,Shiv,7/6/2015,"Chicago, IL",within an hour,f,Lincoln Park,,41.91154,-87.63814,Private room,2,100,1,4,8/1/2022,12/4/2022,5,5,4.75,5,5,5,5,R22000086031,0.52,"Chicago, IL",119
7.35E+17,Chic|Comfy|Stylish| 2BD 2BA - Little India,96730613,Demitri,9/25/2016,"Chicago, IL",within an hour,t,West Ridge,,41.99949,-87.69024,Entire home/apt,4,93,2,8,12/12/2022,2/27/2023,4.63,4.88,5,4.63,4.88,4.63,4.88,R22000091026,2.45,"Chicago, IL",119
28832946,R5 Lincoln Park / Lakeview / Zoo,23612069,Tj,11/11/2014,"Chicago, IL",within an hour,f,Lincoln Park,,41.92873,-87.63965,Entire home/apt,2,78,1,239,10/8/2018,3/5/2023,4.44,4.74,4.56,4.8,4.69,4.93,4.49,R19000049021,4.42,"Chicago, IL",119
3517984,Private room w/bath in urban canopy,11294056,Amanda,1/14/2014,"Chicago, IL",within an hour,t,Hyde Park,,41.79963,-87.59186,Private room,2,77,1,380,8/14/2014,3/15/2023,4.97,4.97,4.96,4.99,4.99,4.92,4.91,R17000015187,3.63,"Chicago, IL",119
39529554,Loyola/Northwestern Chicago - 6 bed Comfort Flat,106809124,Ryan,12/10/2016,"Chicago, IL",within an hour,f,West Ridge,,42.00036,-87.68588,Entire home/apt,6,399,32,8,8/26/2020,12/2/2022,4.75,5,4.88,5,4.63,4.88,5,City registration pending,0.26,"Chicago, IL",120
53426880,"Loop 1BR w/ Gym, W/D & Pool, nr Millennium Park",107434423,Blueground,12/16/2016,"New York, NY",within an hour,f,Loop,,41.8811213,-87.6319955,Entire home/apt,2,179,32,1,9/15/2022,9/15/2022,1,1,3,3,1,2,1,,0.16,"New York, NY",120
7.36E+17,Sunny & Spacious Logan Square Historic 2 Bedroom,32533958,Krisann,5/3/2015,"Chicago, IL",within a day,f,Logan Square,,41.92608,-87.72502,Entire home/apt,5,110,2,7,10/24/2022,3/13/2023,4.14,4.57,4.14,4.14,4.71,4.43,4.29,R22000084207,1.43,"Chicago, IL",120
6.58E+17,Cozy and clean apartment in North Center,737585,Pat,6/23/2011,"Brooklyn, NY",within an hour,f,North Center,,41.95608,-87.69181,Entire home/apt,3,95,3,10,9/8/2022,3/6/2023,4.7,4.8,4.9,5,4.9,5,4.7,R22000086894,1.55,"Brooklyn, NY",120
46412765,IMPECCABLE 5-BED WRIGLEYVILLE BEAUTY,19645168,Brandon,8/7/2014,"Chicago, IL",within a few hours,f,Lake View,,41.94776,-87.66044,Entire home/apt,14,543,2,119,4/5/2021,2/26/2023,4.88,4.92,4.81,4.97,4.95,4.97,4.82,R21000075434,5,"Chicago, IL",121
3953322,Large Condo with Outdoor Deck In Historic Chicago District,20490917,Robert,8/24/2014,"Chicago, IL",within an hour,f,Lincoln Park,,41.91374,-87.64014,Entire home/apt,6,211,1,164,2/6/2016,2/20/2023,4.79,4.8,4.88,4.92,4.96,4.96,4.72,R21000070485,1.89,"Chicago, IL",121
9088488,Flexible Apt. for 8 by Oak Park-CHI,47344742,Lois,10/24/2015,"Chicago, IL",within an hour,t,Austin,,41.91181,-87.78665,Entire home/apt,8,150,3,151,12/16/2015,1/2/2023,4.95,4.95,4.96,4.98,4.99,4.87,4.91,R19000050519,1.71,"Chicago, IL",121
28362943,Cozy Concrete Chicago,23570416,Kelly,11/10/2014,"Chicago, IL",within an hour,t,Irving Park,,41.94345,-87.73598,Entire home/apt,4,136,3,13,7/10/2022,3/11/2023,4.92,5,5,5,5,4.92,4.92,R22000080190,1.54,"Chicago, IL",121
49016514,"Modern, Spacious 3BR Apt Minutes to Downtown!",272785474,Mario,7/1/2019,"Chicago, IL",N/A,f,Lower West Side,,41.85231,-87.68414,Entire home/apt,6,122,2,84,5/9/2021,3/12/2023,4.83,4.92,4.86,4.83,4.87,4.5,4.85,R21000062679,3.71,"Chicago, IL",121
84042,The Explorer Room,334241,Michael And Veronica,1/3/2011,"Chicago, IL",within an hour,t,West Town,,41.89615,-87.67934,Private room,2,89,3,124,4/18/2011,12/11/2022,4.88,4.89,4.64,4.93,4.96,4.89,4.86,R17000013986,0.85,"Chicago, IL",121
11459685,Spacious 1BR apartment in a central location,17719434,Alex,7/6/2014,"Chicago, IL",within an hour,t,Irving Park,,41.94706,-87.71326,Entire home/apt,3,88,2,226,3/13/2016,11/26/2022,4.96,5,4.98,4.99,5,4.84,4.91,R17000015444,2.65,"Chicago, IL",121
39328389,Free Parking & King Bed in Desirable Norwood Park!,171717935,Erin,2/4/2018,"Chicago, IL",within an hour,t,Norwood Park,,41.99451,-87.80647,Entire home/apt,3,86,2,136,12/11/2019,3/12/2023,4.96,4.95,4.96,4.96,4.99,4.86,4.9,,3.41,"Chicago, IL",121
7.35E+17,Chic|Comfy|Renovated1Bd1Ba Perfect for Couples,96730613,Demitri,9/25/2016,"Chicago, IL",within an hour,t,Portage Park,,41.96101,-87.75603,Entire home/apt,2,66,2,10,11/30/2022,3/7/2023,5,5,5,5,5,4.6,4.9,R22000091030,2.73,"Chicago, IL",121
52719151,"Light, Bright Private Suite Steps From Lake",6884844,Tammy,6/12/2013,"Chicago, IL",within an hour,f,Rogers Park,,42.015,-87.66282,Private room,3,65,2,32,11/5/2021,2/27/2023,4.97,4.97,5,5,5,5,4.91,R21000071882,1.92,"Chicago, IL",121
7.83E+17,Luxe 2BR Apartment w/ In-Unit Laundry & Wi-Fi,440050189,Betty And Gab,1/11/2022,Unknown,within an hour,f,Uptown,,41.9677933,-87.6552229,Entire home/apt,4,65,1,9,12/31/2022,3/14/2023,5,5,5,5,5,4.56,5,R23000097167,3.42,,121
50282484,Wrigley 2 bedroom 2 bath with free parking & yard!,72214324,Martin,5/16/2016,"Chicago, IL",within an hour,t,Uptown,,41.95457,-87.6572,Entire home/apt,6,400,3,27,6/13/2021,8/28/2022,4.93,4.93,4.89,4.93,5,4.96,4.89,R22000085631,1.26,"Chicago, IL",122
17638039,*SPACIOUS 4 Bedroom Townhouse with FREE PARKING!*,1597671,Naomi And JJ,1/12/2012,"Chicago, IL",within a few hours,t,Uptown,,41.96626,-87.6709,Entire home/apt,10,275,2,97,5/7/2017,3/5/2023,4.96,4.97,4.94,4.97,4.99,4.92,4.81,R17000015595,1.36,"Chicago, IL",122
6.76E+17,Spacious Wicker Park Apartment,10713688,Matthew,12/19/2013,"Chicago, IL",within an hour,t,West Town,,41.9096274,-87.6850205,Entire home/apt,5,231,2,28,7/31/2022,3/18/2023,4.93,4.93,4.96,5,5,5,4.89,R22000081058,3.62,"Chicago, IL",122
4457161,"Comfy 3BD/1BA, garage spot included",23128169,Jeanne,10/29/2014,"Chicago, IL",within an hour,t,North Center,,41.95931,-87.67795,Entire home/apt,4,199,2,81,11/24/2014,8/8/2022,4.98,5,4.95,5,5,4.95,4.9,R17000018685,0.8,"Chicago, IL",122
42534378,Great Location @TheLoop close to #ChicagoTheatre,262499958,Jake,5/17/2019,"Chicago, IL",within an hour,f,Loop,,41.88455,-87.62392,Entire home/apt,3,198,4,16,3/5/2021,11/29/2022,5,5,4.94,4.75,4.94,5,4.94,R19010052900,0.64,"Chicago, IL",122
35767803,Great View @TheLoop steps to MilleniumPark✭,245574996,Matthew,2/26/2019,"Chicago, IL",within an hour,t,Loop,,41.88556,-87.6257,Entire home/apt,2,198,4,177,6/26/2019,11/18/2022,4.89,4.9,4.85,4.71,4.97,4.99,4.81,R10110031601,3.9,"Chicago, IL",122
38604801,Modern Chic Apt Close to Downtown Chicago FREE PKG,191214850,Emma,5/23/2018,"Oak Park, IL",within an hour,t,Near West Side,,41.86906,-87.66305,Entire home/apt,6,183,3,159,10/7/2019,3/5/2023,4.99,4.99,5,4.99,4.99,4.96,4.94,R19000046646,3.79,"Oak Park, IL",122
46200177,Private South Side Suite Near Hyde Park,91375056,Elizabeth,8/22/2016,"Chicago, IL",within a day,t,Kenwood,,41.81572,-87.60135,Entire home/apt,2,160,2,29,11/15/2020,10/16/2022,4.69,4.83,4.76,5,5,4.72,4.52,R20000059407,1.02,"Chicago, IL",122
6.13E+17,Classy Deluxe Modern 1BR 1BTH ❤ West Town Chicago,9851063,Jason,11/6/2013,Unknown,within an hour,t,West Town,,41.895721,-87.675705,Entire home/apt,4,122,2,7,9/11/2022,10/21/2022,5,5,5,5,5,5,5,R22000081407,1.11,,122
53585953,Dani's House | Modern 2 bedroom suite near all things Hyde Park / Woodlawn and the University of Chicago!,48199812,Danielle,11/4/2015,Unknown,within an hour,f,Woodlawn,,41.77715,-87.60343,Entire home/apt,5,121,1,25,2/14/2022,2/27/2023,4.84,4.76,4.92,4.84,4.92,4.24,4.56,R21000074446,1.88,,122
53684500,"Studio w/Jacuzzi, Close to Loyola - FREE PARKING",305050458,Pulat,10/28/2019,"Chicago, IL",N/A,f,West Ridge,,41.99264,-87.68365,Entire home/apt,2,120,2,31,12/30/2021,9/6/2022,4.32,4.55,4.55,4.77,4.65,4.45,4.35,R21000075225,2.09,"Chicago, IL",122
35403153,Charming loft style suite,211339703,Joyce,8/23/2018,"Chicago, IL",within an hour,t,Mckinley Park,,41.82332,-87.67019,Entire home/apt,5,89,1,211,6/17/2019,3/5/2023,4.82,4.87,4.78,4.93,4.83,4.75,4.81,R19000042652,4.61,"Chicago, IL",122
7.24E+17,Red Line  corporate  apartment housing,120888686,Crystal,3/15/2017,"Chicago, IL",within an hour,f,Englewood,,41.78973,-87.63265,Entire home/apt,4,86,2,5,10/11/2022,2/24/2023,4.8,5,4.8,4.8,5,4.4,4.6,R20000054728,0.94,"Chicago, IL",122
46925854,Cozy Studio Apartment,289992536,Carla,8/28/2019,"Chicago, IL",within an hour,t,Irving Park,,41.94124,-87.73253,Entire home/apt,2,55,32,32,12/19/2020,11/7/2022,4.94,4.91,4.81,4.84,4.97,4.66,4.84,City registration pending,1.17,"Chicago, IL",122
49477699,Prime location w/ private roofdeck! *Parking Incl*,293979482,Ann,9/11/2019,"Chicago, IL",within an hour,f,West Town,,41.91365,-87.68666,Entire home/apt,8,349,2,33,5/31/2021,3/12/2023,4.88,4.76,4.82,4.97,4.85,4.91,4.79,R21000062739,1.5,"Chicago, IL",123
3083343,"Splendid Flat w/ Huge Porch, STEPS from 606 Trail",209564,Ami,8/22/2010,"Chicago, IL",within an hour,t,Logan Square,,41.91533279,-87.67047882,Entire home/apt,6,230,2,117,10/19/2014,10/30/2022,4.7,4.71,4.71,4.91,4.83,4.88,4.51,R18000036344,1.14,"Chicago, IL",123
49323350,🌆☀️Gold Coast Lavish Home w/ Roof Pool & Gym ☀️🌆,235678953,Patricia,1/10/2019,"Chicago, IL",within an hour,t,Near North Side,,41.89924,-87.62618,Entire home/apt,4,175,32,50,5/9/2021,6/27/2022,4.7,4.68,4.74,4.74,4.62,4.98,4.56,City registration pending,2.21,"Chicago, IL",123
50731285,Logan’s Cozy  Inn.,105930911,Joe,12/2/2016,Unknown,within an hour,t,Logan Square,,41.9315,-87.71294,Entire home/apt,4,143,2,41,7/30/2021,3/12/2023,4.85,4.93,4.93,4.85,4.8,4.98,4.85,R23000097169,2.06,,123
21169118,Greystone Haven in Logan Square,16027807,Miriam,5/27/2014,"Chicago, IL",within an hour,t,Logan Square,,41.92208,-87.71408,Entire home/apt,5,139,2,302,1/14/2018,2/22/2023,4.97,4.97,4.99,4.96,4.97,4.94,4.89,R21000075738,4.79,"Chicago, IL",123
45237690,Historic newly restored Bronzeville brownstone 2bd,1299321,Phill,10/16/2011,"Los Angeles, CA",within an hour,t,Grand Boulevard,,41.81891,-87.61384,Entire home/apt,4,120,2,9,9/16/2020,9/20/2021,4.89,5,5,5,4.89,4.89,5,R22000087626,0.3,"Los Angeles, CA",123
30350238,Logan Square/Bucktown -  Close to Everything,227806313,Luisa,11/27/2018,"Chicago, IL",within an hour,t,Logan Square,,41.92409,-87.68815,Entire home/apt,4,114,2,87,1/20/2019,12/10/2022,4.92,4.93,4.91,4.95,4.98,4.78,4.77,R19000037576,1.72,"Chicago, IL",123
5.90E+17,Lovely 1-bedroom with great amenities,17555294,John,7/2/2014,"Chicago, IL",within a day,f,Uptown,,41.95887,-87.65565,Entire home/apt,3,110,33,1,11/21/2022,11/21/2022,5,5,5,5,5,5,5,,0.25,"Chicago, IL",123
6.34E+17,The Heirloom Chicago - An Attic in Logan Square,19739853,Laura,8/9/2014,"Chicago, IL",within an hour,f,Logan Square,,41.93138,-87.71982,Entire home/apt,4,102,2,12,9/25/2022,3/15/2023,5,4.92,5,5,5,4.75,4.92,R22000088886,2.05,"Chicago, IL",123
54257069,Tranquil Escape at the heart of the city,43118065,Leeraz,9/1/2015,"Chicago, IL",within an hour,f,Logan Square,,41.92294,-87.70265,Entire home/apt,4,101,2,44,1/15/2022,2/25/2023,4.84,4.86,4.64,4.93,4.98,4.93,4.77,R20000052908,3.08,"Chicago, IL",123
5102125,Private BR in Condo close to Chicago Dwtwn!,10613587,Saurin,12/14/2013,"Chicago, IL",within an hour,t,West Town,,41.89492,-87.65926,Private room,2,77,1,209,5/23/2016,3/6/2023,4.87,4.85,4.85,4.91,4.91,4.85,4.8,R21000073001,2.52,"Chicago, IL",123
36260352,Charming Two Bedroom Near Downtown Chicago,4057812,Marc,11/4/2012,"Chicago, IL",within a few hours,t,Lower West Side,,41.85131,-87.68087,Entire home/apt,5,70,32,36,7/27/2019,6/30/2022,4.67,4.67,4.67,4.72,4.72,4.44,4.47,City registration pending,0.81,"Chicago, IL",123
7.73E+17,Convenient Location / Private Room (Queen Bed),13217131,Tim,3/17/2014,"Chicago, IL",within an hour,f,Lake View,,41.9375873,-87.6538057,Private room,2,59,2,5,12/11/2022,3/12/2023,5,5,4.8,5,4.8,5,4.8,R23000096503,1.52,"Chicago, IL",123
37570453,Room1 Quiet&Cozy CityLakeHouse —NONSMOKERS ONLY,919044,Caroline,8/4/2011,"Chicago, IL",within an hour,t,South Shore,,41.7602,-87.56338,Private room,2,33,30,12,9/30/2019,10/30/2022,5,5,4.92,5,5,4.67,5,R19000040399,0.28,"Chicago, IL",123
6.78E+17,NEW! Lake & Skyline View  - Bronzeville Culdesac!,152402609,Sean And Derrick,9/27/2017,Unknown,within an hour,f,Oakland,,41.82616,-87.60244,Entire home/apt,11,388,2,16,9/18/2022,3/16/2023,5,5,5,5,5,4.94,4.94,R22000085636,2.62,,124
7.48E+17,Standard Double Hotel Room at  St. Clair Hotel Chicago Magnificent Mile,425863337,St. Clair Hotel Chicago,10/4/2021,"Chicago, IL",within an hour,f,Near North Side,,41.89276,-87.62416,Entire home/apt,4,166,1,16,12/4/2022,3/14/2023,4.56,4.63,4.19,4.56,4.63,4.69,4.25,R12101245100,4.53,"Chicago, IL",124
21862235,✨Spacious Centrally Located West Loop Loft✨,99798589,Bridget,10/15/2016,"Chicago, IL",within an hour,t,West Town,,41.89214,-87.65875,Entire home/apt,6,140,5,161,2/26/2018,3/18/2023,4.93,4.97,4.93,4.95,4.99,4.88,4.86,R20000054778,2.61,"Chicago, IL",124
6.54E+17,Cozy 2-Bedroom 2-Bath condo near transit station,465429842,Katrina,6/21/2022,"Chicago, IL",within an hour,f,Albany Park,,41.96606,-87.72074,Entire home/apt,4,126,2,16,7/18/2022,3/13/2023,4.56,4.63,4.75,4.88,4.94,4.56,4.5,R22000085109,1.96,"Chicago, IL",124
404792,Eclectic West Town 2BR w/ Vintage Charm,1844352,Christine,3/2/2012,"New York, United States",within a few hours,f,West Town,,41.88947,-87.66933,Entire home/apt,3,116,32,209,7/6/2012,11/27/2022,4.53,4.57,4.39,4.89,4.88,4.66,4.42,R18000024694,1.6,"New York, United States",124
50334589,Montrose Loft - Student/Traveller Friendly,269600819,Allison,6/18/2019,Unknown,within an hour,t,Irving Park,,41.96349,-87.73425,Entire home/apt,4,100,3,11,7/20/2021,3/17/2023,5,5,5,5,5,4.91,5,R19000048145,0.54,,124
19719550,"Wicker Park - private room + bath, bfast included!",1815826,Hunter,2/26/2012,"Chicago, IL",within an hour,t,West Town,,41.9056,-87.6873,Private room,2,67,2,320,7/15/2017,12/19/2022,4.89,4.9,4.87,4.95,4.96,4.85,4.88,R17000016477,4.63,"Chicago, IL",124
1096191,Studio at the Lake,6023157,Nataliya,4/21/2013,"Chicago, IL",within an hour,f,Uptown,,41.97271,-87.65236,Entire home/apt,2,50,5,75,5/17/2013,1/17/2023,4.65,4.79,4.65,4.96,4.96,4.73,4.75,R19000050458,0.63,"Chicago, IL",124
12095628,(Downtown in 15min) Portage Park,64846717,Alexander,3/29/2016,"Chicago, IL",N/A,f,Portage Park,,41.94989,-87.74325,Entire home/apt,10,390,32,74,6/6/2016,4/25/2020,4.66,4.8,4.72,4.76,4.66,4.74,4.68,R20000054750,0.9,"Chicago, IL",125
5.76E+17,Lakeview | Amazing location | Cute 2 bedroom oasis,66237201,Lauren,4/7/2016,"Chicago, IL",within an hour,f,Lake View,,41.95207,-87.67316,Entire home/apt,4,189,3,7,7/10/2022,9/11/2022,4.71,4.86,4.43,4.86,5,5,4.57,R22000082344,0.83,"Chicago, IL",125
48230359,NEW NORTH-EXP KING BED + PRIVATE BALCONY + VIEWS!!,63313003,K,3/17/2016,"Chicago, IL",within a few hours,f,Loop,,41.88628,-87.61911,Entire home/apt,4,131,32,1,10/1/2022,10/1/2022,5,5,5,5,5,5,5,,0.18,"Chicago, IL",125
507517,Private Lincoln Square Garden Apt,2501182,Nate,5/30/2012,"Chicago, IL",within an hour,t,Lincoln Square,,41.96678,-87.6973,Entire home/apt,4,101,2,369,7/8/2012,2/26/2023,4.91,4.94,4.95,4.98,4.97,4.94,4.89,R17000017576,2.83,"Chicago, IL",125
15149053,Spacious private room/bath in modern home,96093069,Sujata,9/20/2016,"Chicago, IL",within an hour,t,West Town,,41.8946,-87.66063,Private room,2,99,2,94,10/9/2016,10/25/2022,4.98,4.96,4.98,4.99,5,4.86,4.9,R18000034175,1.2,"Chicago, IL",125
7713352,Quiet & Private bedroom near it all,27077065,Anthony,2/1/2015,"Chicago, IL",N/A,t,West Town,,41.90518,-87.68902,Private room,2,94,4,72,9/7/2015,10/28/2022,4.92,4.92,4.9,4.87,4.96,4.85,4.77,R17000015044,0.79,"Chicago, IL",125
17920957,Logan Square Video Game Loft,5228189,Matthew,2/25/2013,"Chicago, IL",within an hour,t,West Town,,41.91342,-87.68689,Entire home/apt,4,68,2,248,5/29/2017,2/24/2023,4.86,4.9,4.81,4.95,4.97,4.93,4.78,R19000045798,3.51,"Chicago, IL",125
8.14E+17,Guest Room with 2 Queen Beds at Aloft Chicago Mag Mile,468436552,Aloft Chicago Mag Mile,7/8/2022,Unknown,within an hour,t,Near North Side,,41.89259331,-87.62214217,Entire home/apt,4,173,1,5,2/5/2023,3/5/2023,4,4.2,3.6,3.8,4.2,4,4,R12345678901,3.49,,126
14556304,Spacious & Relaxing Loft in Awesome Andersonville!,90128865,Marty & Rob,8/15/2016,"Chicago, IL",within an hour,t,Edgewater,,41.9888,-87.67054,Private room,2,68,3,206,9/26/2016,3/12/2023,4.96,4.98,4.99,4.97,4.99,4.91,4.96,R21000068268,2.61,"Chicago, IL",126
7.35E+17,VintageLoversEscape|Homey|Stylish1BR|CloseToBeach,96730613,Demitri,9/25/2016,"Chicago, IL",within an hour,t,Rogers Park,,42.00954,-87.6664,Entire home/apt,2,65,2,11,11/18/2022,3/12/2023,4.45,4.45,4.64,4.91,4.64,4.55,4.27,R22000091112,2.7,"Chicago, IL",126
7.16E+17,2-Bedroom Indulging Condo Apt in Festive Boystown,478012407,Mason,9/3/2022,"Chicago, IL",within an hour,f,Lake View,,41.94214,-87.64533,Entire home/apt,4,65,1,14,10/21/2022,3/12/2023,4.86,4.93,5,4.5,4.93,5,4.86,R22000091019,2.8,"Chicago, IL",126
47054084,Gritty Chic River North-ACME Hotel,176229376,Acme,3/2/2018,Unknown,within an hour,t,Near North Side,,41.892208,-87.627495,Private room,4,329,1,22,2/15/2021,9/11/2022,4.59,4.68,4.5,4.95,4.77,4.82,4.45,2205899,0.87,,127
41535491,Brilliant Downtown Chicago 3-Bedroom Condominium,8094939,Alex,8/11/2013,"Chicago, IL",within an hour,t,Near North Side,,41.89516,-87.63452,Entire home/apt,8,315,2,83,2/17/2020,3/5/2023,4.9,4.9,4.88,4.78,4.92,4.99,4.7,R20000052862,2.21,"Chicago, IL",127
47053557,Gritty Chic River North + ACME Hotel,176229376,Acme,3/2/2018,Unknown,within an hour,t,Near North Side,,41.892208,-87.627495,Private room,2,279,1,48,1/1/2021,1/22/2023,4.81,4.88,4.9,4.96,4.92,4.96,4.77,2205899,1.78,,127
19242274,Beautiful Lincoln Park/ De Paul Complimentary Parking Permit,134707455,Jane,6/12/2017,"Chicago, IL",within an hour,t,Lincoln Park,,41.91677,-87.64924,Entire home/apt,2,211,3,188,6/26/2017,1/22/2023,4.98,5,4.99,5,5,5,4.93,R21000070680,2.69,"Chicago, IL",127
17070047,"Duplex 3 BR, 2.5 on Tree Lined Street",11036600,Mari,1/5/2014,"Naples, FL",within an hour,t,Lake View,,41.93798,-87.6645,Entire home/apt,7,189,32,140,4/30/2017,9/30/2022,4.84,4.93,4.86,4.95,4.98,4.91,4.75,City registration pending,1.95,"Naples, FL",127
8.14E+17,Guest Room with 1 King Bed at Aloft Chicago Mag Mile,468436552,Aloft Chicago Mag Mile,7/8/2022,Unknown,within an hour,t,Near North Side,,41.8920823,-87.6222592,Entire home/apt,2,163,1,9,2/10/2023,3/14/2023,4.78,4.33,4.56,4.67,4.78,4.67,4.67,R12345678901,7.11,,127
7.27E+17,Bridgeport 1-bed Close to China town/White Sox,69532286,Edita,4/29/2016,"Illinois, United States",within an hour,f,Bridgeport,,41.84476313,-87.6402801,Entire home/apt,2,70,2,2,1/1/2023,1/22/2023,4.5,5,5,5,5,5,5,R21000071516,0.77,"Illinois, United States",127
38029850,Beautiful cozy place G2,183258122,Santiago,4/9/2018,"Chicago, IL",within an hour,f,New City,,41.79601,-87.66097,Private room,1,27,1,21,9/13/2019,11/23/2022,4.67,4.95,4.71,5,4.9,4.14,4.81,R19000046212,0.49,"Chicago, IL",127
41437341,Splendid Quiet Two Bedrooms w/Pvt Bath - Near Lake,16946647,Gerard,6/18/2014,"Chicago, IL",within an hour,t,Edgewater,,41.99007,-87.66266,Private room,4,399,2,1,6/6/2021,6/6/2021,5,5,5,5,5,5,5,R21000062555,0.05,"Chicago, IL",128
53690189,Townhouse with Rooftop in South Loop. Free Parking,65135365,Fed,3/30/2016,"Chicago, IL",within an hour,t,Near South Side,,41.8615036,-87.62380981,Entire home/apt,4,259,3,15,2/14/2022,2/3/2023,5,5,5,4.93,5,4.87,4.93,R22000089169,1.13,"Chicago, IL",128
35256357,Two Bedroom at Walton Residence,259191558,Walton,5/1/2019,Unknown,within a few hours,f,Near North Side,,41.9012,-87.62585,Entire home/apt,4,255,2,37,6/21/2019,3/18/2023,4.92,4.92,4.92,4.92,4.78,4.97,4.68,City registration pending,0.81,,128
44033952,Newly remodeled Home 1/1/23 Arcade & Theater Room,350570263,Kelly,6/17/2020,"Chicago, IL",within an hour,t,South Shore,,41.76815,-87.58672,Entire home/apt,10,255,2,85,9/26/2020,3/12/2023,4.78,4.72,4.61,4.86,4.89,4.53,4.61,R20000058338,2.82,"Chicago, IL",128
7.61E+17,Entire Condo 3 bed/2 bath in West Loop Chicago,66944232,Arun,4/12/2016,"Chicago, IL",within an hour,f,Near West Side,,41.8815325,-87.680984,Entire home/apt,9,170,1,2,11/26/2022,2/26/2023,5,5,5,5,5,5,5,R22000090286,0.53,"Chicago, IL",128
51961917,"Andersonville's Secret Garden: 2 beds, 1 bath",18801829,Daniel,7/24/2014,"Chicago, IL",within an hour,t,Edgewater,,41.98287,-87.6645,Entire home/apt,6,110,3,38,5/1/2022,3/14/2023,4.97,5,4.97,4.97,5,4.95,4.97,R21000072842,3.53,"Chicago, IL",128
7.12E+17,Adorable Studio w/ amazing tub in Humboldt Park!,476719283,Tyler,8/25/2022,Unknown,within an hour,f,West Town,,41.90619,-87.69315,Entire home/apt,2,96,1,2,12/15/2022,2/20/2023,5,5,4.5,5,5,5,5,R21000073965,0.63,,128
26428768,15 min Ohare/Rivers Casino/Downtown & Parking1,198731500,J.R.,6/28/2018,Unknown,within an hour,f,Jefferson Park,,41.97272,-87.77216,Entire home/apt,2,84,1,201,7/2/2018,1/20/2023,4.59,4.54,4.87,4.83,4.82,4.8,4.62,R22000080213,3.5,,128
